Data ID,Classification,Confidence Score,Detailed Justification
D7820,Malicious,0.85,Email contains bank detail update request. Financial modification requests represent clear business email compromise attempt requiring immediate blocking to prevent payment redirection.
D7821,Malicious,0.85,Email exhibits VPN/MFA reset request with malicious attachment count (5) and high behavioral sandbox score (0.84). Credential harvesting with confirmed malicious attachments represents attack requiring immediate blocking.
D7822,Malicious,0.90,Email contains wire transfer request with macro enabled document and moderate behavioral scores. Financial transfer request with macro content represents business email compromise requiring immediate blocking.
D7823,Warning,0.80,Email exhibits document download request with high sender temp email likelihood (0.65) and high site visual similarity to brand (0.65). File download with potential brand spoofing requires security verification.
D7824,Spam,0.75,Email shows high content spam score (0.66) with no specific request types and minimal behavioral indicators. Bulk messaging characteristics with minimal security threats suggest spam classification.
D7825,Malicious,0.85,Email contains sensitive data request with revoked SSL certificate. Sensitive information harvesting with certificate validity issues represents data theft requiring immediate blocking.
D7826,Warning,0.80,Email exhibits meeting request with reply path known malicious flag and DMARC enforcement. Social engineering from confirmed malicious infrastructure requires security verification before accepting invitations.
D7827,Warning,0.75,Email shows has executable attachment flag with high content spam score (0.77) and moderate exfiltration behavior (0.82). Executable content with spam characteristics requires security verification.
D7828,Warning,0.75,Email exhibits domain known malicious flag with minimal behavioral indicators. Confirmed malicious domain infrastructure requires security attention despite low threat scores.
D7829,Malicious,0.95,Email contains sender known malicious flag with return path known malicious flag and legal threat request. Confirmed malicious sender and infrastructure represents active threat requiring immediate blocking.
D7830,Warning,0.80,Email exhibits link click request with malicious attachment count (2) and very high exfiltration behavior (0.90). Social engineering with confirmed malicious attachments requires security verification.
D7831,Malicious,0.90,Email contains bank detail update request with domain known malicious flag and high sender name similarity to VIP (0.24). Financial modification from confirmed malicious infrastructure represents business email compromise requiring immediate blocking.
D7832,Malicious,0.85,Email exhibits VPN/MFA reset request with YARA rule matches (2) ActiveX objects detected and SSL certificate mismatch. Credential harvesting with dangerous content represents security threat requiring immediate blocking.
