Data ID,Classification,Confidence Score,Detailed Justification
D8562,Spam,0.78,No request type with extremely high spam score (0.954) and 2 URLs. Failed SPF/DKIM/DMARC with mismatch SSL. High-volume spam campaign.
D8563,Warning,0.70,Bank detail update request with failed SPF and high URL reputation (0.184). Moderate threat BEC attempt with authentication issues.
D8564,Warning,0.75,Gift card request with DMARC enforced and high URL rendering behavior (0.437). Failed DKIM/DMARC. Social engineering attempt with gift card lure.
D8565,Warning,0.80,No request type with 4 YARA matches and very high sandbox execution time (24.39s). Moderate behavioral score (0.222) and high exfiltration (0.595). Time-delayed malware attempt.
D8566,Warning,0.82,No request type with very high metadata suspicious score (0.776) and exfiltration behavior (0.960). High URL rendering behavior (0.203). Suspicious campaign with data theft indicators.
D8567,Spam,0.78,No request type with very high spam score (0.911) and URL reputation (0.979). Failed DMARC. High-volume spam with tracking URLs.
D8568,Warning,0.78,Urgent callback request with reply path differs from sender and very high URL rendering behavior (0.919). 2 URLs with failed DMARC. Social engineering attempt.
D8569,Warning,0.72,No request type with high sender temp email (0.443) and self-signed SSL. Failed DKIM/DMARC with moderate spam score (0.527). Moderate threat from temporary email.
D8570,Warning,0.80,No request type with high behavioral sandbox score (0.665) and exfiltration behavior (0.774). 1 embedded file with failed SPF. Malware delivery attempt.
D8571,Warning,0.72,No request type with high URL rendering behavior (0.634) and softfail SPF. Failed DMARC with moderate spam score (0.525). URL-based attack.
D8572,Spam,0.75,No request type with very high spam score (0.940) and softfail SPF. Minimal malicious indicators. Marketing spam content.
D8573,Warning,0.70,Gift card request with moderate URL reputation (0.067) and low spam score (0.174). Failed DMARC with PERMERROR. Social engineering attempt.
D8574,Warning,0.75,Bank detail update request with high spam score (0.546) and self-signed SSL certificate. 1 URL with failed SPF/DMARC. BEC attempt.
D8575,Warning,0.75,Sender spoof detected with failed SPF/DMARC and policy DKIM. Low threat indicators but spoofing context warrants attention. Moderate spoofing attempt.
D8576,Warning,0.80,No request type with high AMSI suspicion (0.566) and URL marked as final malicious. Expired SSL with unsubscribe link. Moderate malware threat.
D8577,Warning,0.78,No request type with executable attachment and very high site similarity (0.734). High exfiltration behavior (0.837) with failed DMARC. Malware delivery attempt.
D8578,Warning,0.75,No request type with high site similarity (0.494) and 3 URLs with unsubscribe link. Failed SPF/DKIM. Suspicious campaign with image only flag.
D8579,Malicious,0.88,Wire transfer request with 6 YARA matches and very high AMSI suspicion (0.777). 1 embedded file with expired SSL. Failed SPF/DMARC. Wire fraud malware.
D8580,No Action,0.62,Invoice verification request with moderate spam score (0.610) but good authentication and minimal threats. Likely legitimate invoice content.
D8581,Malicious,0.95,Sender marked as known malicious with wire transfer request. Very high metadata suspicious score (0.899) and 4 embedded files. Expired SSL. High confidence wire fraud.
D8582,Malicious,0.90,Invoice payment request with 1 malicious attachment count and VBScript detected. High spam score (0.674) and site similarity (0.405). Failed SPF/DKIM. Invoice fraud malware.
